battery,item_id,func,split,layers,alpha,posmode,arm,seed,good_rank,bad_rank,argmax_tok,in_top5,is_top1,beats_bad,patch_norm,top5_ids,sel_source,sel_target
h17,animal-07-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,275,75,262,0,0,0,750.5486,262 257 616 465 281, cat, dolphin
h17,animal-07-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,563,32,257,0,0,0,536.8445,257 262 281 465 635, cat, dolphin
h17,animal-07-output,,heldout,7-8-9,2.0,all,randdir_by_token,0,383,16,262,0,0,0,1121.7612,262 257 479 635 41271, cat, dolphin
h17,animal-07-output,,heldout,7-8-9,2.0,all,randdir_by_token,1,316,4,262,0,0,0,886.6587,262 257 41559 3797 616, cat, dolphin
h17,animal-07-output,,heldout,7-8-9,2.0,all,randdir_mirrored,0,184,47,262,0,0,0,803.0593,262 257 465 281 616, cat, horse
h17,animal-07-output,,heldout,7-8-9,2.0,all,randdir_mirrored,1,100,75,262,0,0,0,514.2953,262 257 635 281 1682, cat, deer
h17,animal-08-lens,,tuning,7-8-9,2.0,all,lens,-1,50257,1,44136,0,0,0,2498.3997,44136 44576 36798 27161 16050, dolphin, deer
h17,animal-08-lens,,tuning,7-8-9,2.0,all,randdir_shared_source,0,91,1324,5022,0,0,1,380.8292,5022 2888 366 1862 4257, dolphin, deer
h17,animal-08-lens,,tuning,7-8-9,2.0,all,randdir_shared_source,1,44,1965,366,0,0,1,635.4163,366 2330 1643 2219 1588, dolphin, deer
h17,animal-08-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,73,473,4257,0,0,1,340.2521,4257 1862 2042 2330 1402, dolphin, deer
h17,animal-08-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,106,389,1862,0,0,1,766.3857,1862 1402 3290 2679 4295, dolphin, deer
h17,animal-08-lens,,tuning,7-8-9,2.0,all,randdir_by_token,0,449,708,366,0,0,1,939.9719,366 2330 2888 4295 1310, dolphin, deer
h17,animal-08-lens,,tuning,7-8-9,2.0,all,randdir_by_token,1,216,161,366,0,0,0,626.4449,366 1588 1402 1862 3290, dolphin, deer
h17,animal-08-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,0,17,256,6028,0,0,1,859.1855,6028 1862 1402 1588 4257, lion, rabbit
h17,animal-08-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,1,25,87,1862,0,0,1,295.5901,1862 4257 4295 4048 2679, deer, mouse
h17,animal-08-output,,tuning,7-8-9,2.0,all,lens,-1,1,49589,44136,1,1,1,2655.1182,44136 44576 36798 21668 16050, dog, dolphin
h17,animal-08-output,,tuning,7-8-9,2.0,all,randdir_shared_source,0,45,91,1402,0,0,1,1027.5043,1402 1588 1862 4048 718, dog, dolphin
h17,animal-08-output,,tuning,7-8-9,2.0,all,randdir_shared_source,1,513,8,1862,0,0,0,622.0575,1862 2330 366 1402 4295, dog, dolphin
h17,animal-08-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,1136,83,366,0,0,0,1043.3958,366 5156 1862 890 471, dog, dolphin
h17,animal-08-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,5673,513,198,0,0,0,1665.1752,198 14780 366 20493 890, dog, dolphin
h17,animal-08-output,,tuning,7-8-9,2.0,all,randdir_by_token,0,2247,201,1310,0,0,0,1114.1974,1310 4257 1643 4048 5156, dog, dolphin
h17,animal-08-output,,tuning,7-8-9,2.0,all,randdir_by_token,1,527,7,366,0,0,0,957.0469,366 1402 2219 4071 1588, dog, dolphin
h17,animal-08-output,,tuning,7-8-9,2.0,all,randdir_mirrored,0,248,4,4048,0,0,0,694.4248,4048 2330 4257 3290 5022, dog, lion
h17,animal-08-output,,tuning,7-8-9,2.0,all,randdir_mirrored,1,97,10,6028,0,0,0,505.1891,6028 1402 1862 4257 4048, dog, deer
h17,animal-09-lens,,heldout,7-8-9,2.0,all,lens,-1,50257,1,44136,0,0,0,820.4728,44136 36798 44576 22206 21668, dolphin, rabbit
h17,animal-09-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,0,41,456,3290,0,0,1,342.0663,3290 26188 3797 4273 5156, dolphin, rabbit
h17,animal-09-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,1,37,451,3290,0,0,1,731.7991,3290 4273 3797 649 42143, dolphin, rabbit
h17,animal-09-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,24,120,13373,0,0,1,1048.5156,13373 3290 4273 3797 5156, dolphin, rabbit
h17,animal-09-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,3,220,3290,1,0,1,741.9375,3290 3797 22746 1310 6029, dolphin, rabbit
h17,animal-09-lens,,heldout,7-8-9,2.0,all,randdir_by_token,0,84,221,3290,0,0,1,1000.863,3290 26188 3797 1310 42143, dolphin, rabbit
h17,animal-09-lens,,heldout,7-8-9,2.0,all,randdir_by_token,1,21,119,3290,0,0,1,387.8052,3290 3797 4273 26188 42143, dolphin, rabbit
h17,animal-09-lens,,heldout,7-8-9,2.0,all,randdir_mirrored,0,4,213,3290,1,0,1,861.5732,3290 3797 4273 22746 1692, lion, rabbit
h17,animal-09-lens,,heldout,7-8-9,2.0,all,randdir_mirrored,1,18,202,3290,0,0,1,291.414,3290 3797 26188 4273 649, deer, mouse
h17,animal-09-output,,heldout,7-8-9,2.0,all,lens,-1,1,49714,44136,1,1,1,2775.9612,44136 44576 36798 21668 287, dog, dolphin
h17,animal-09-output,,heldout,7-8-9,2.0,all,randdir_shared_source,0,495,1,3290,0,0,0,925.4258,3290 3797 4273 22746 1588, dog, dolphin
h17,animal-09-output,,heldout,7-8-9,2.0,all,randdir_shared_source,1,501,1,3290,0,0,0,941.8509,3290 3797 13373 4273 26188, dog, dolphin
h17,animal-09-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,385,3,366,0,0,0,1038.1235,366 5156 3290 471 582, dog, dolphin
h17,animal-09-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,8139,538,198,0,0,0,1663.5846,198 14780 8301 4286 13, dog, dolphin
h17,animal-09-output,,heldout,7-8-9,2.0,all,randdir_by_token,0,2618,43,1310,0,0,0,1114.6366,1310 649 2576 5156 2266, dog, dolphin
h17,animal-09-output,,heldout,7-8-9,2.0,all,randdir_by_token,1,627,1,3290,0,0,0,957.6829,3290 3797 8532 1402 649, dog, dolphin
h17,animal-09-output,,heldout,7-8-9,2.0,all,randdir_mirrored,0,264,1,3290,0,0,0,695.8563,3290 3797 13373 4273 649, dog, lion
h17,animal-09-output,,heldout,7-8-9,2.0,all,randdir_mirrored,1,192,1,3290,0,0,0,506.6867,3290 3797 26188 4273 13373, dog, deer
h17a,France->Germany,capital,tuning,6,2.0,all,lens,-1,1,1410,11307,1,1,1,130.4146,11307 34923 32526 46993 22418,France,Germany
h17a,France->Germany,capital,tuning,6,2.0,all,randdir_shared_source,0,96,1,6342,0,0,0,431.4014,6342 9281 45996 13876 4689,France,Germany
h17a,France->Germany,capital,tuning,6,2.0,all,randdir_shared_source,1,324,2,45996,0,0,0,305.0148,45996 6342 18460 520 262,France,Germany
h17a,France->Germany,capital,tuning,6,2.0,all,randdir_by_token,0,431,1,6342,0,0,0,223.5846,6342 45996 35193 5575 9281,France,Germany
h17a,France->Germany,capital,tuning,6,2.0,all,randdir_by_token,1,406,6,45996,0,0,0,428.4308,45996 520 9281 569 347,France,Germany
h17a,France->Germany,capital,tuning,9,2.0,all,lens,-1,1,2690,11307,1,1,1,154.1616,11307 34923 36888 22418 32526,France,Germany
h17a,France->Germany,capital,tuning,9,2.0,all,randdir_shared_source,0,302,1,6342,0,0,0,275.5223,6342 45996 520 9281 262,France,Germany
h17a,France->Germany,capital,tuning,9,2.0,all,randdir_shared_source,1,326,1,6342,0,0,0,42.3142,6342 45996 9281 35193 520,France,Germany
h17a,France->Germany,capital,tuning,9,2.0,all,randdir_by_token,0,498,2,45996,0,0,0,162.4536,45996 6342 9281 18460 520,France,Germany
h17a,France->Germany,capital,tuning,9,2.0,all,randdir_by_token,1,136,1,6342,0,0,0,147.8782,6342 9281 45996 262 520,France,Germany
h17a,France->Germany,language,tuning,6,2.0,all,lens,-1,1,317,2679,1,1,1,130.1875,2679 262 257 3594 286,France,Germany
h17a,France->Germany,language,tuning,6,2.0,all,randdir_shared_source,0,9,1,4141,0,0,0,430.4528,4141 262 3594 257 286,France,Germany
h17a,France->Germany,language,tuning,6,2.0,all,randdir_shared_source,1,21,1,4141,0,0,0,304.9765,4141 286 3594 257 262,France,Germany
h17a,France->Germany,language,tuning,6,2.0,all,randdir_by_token,0,25,1,4141,0,0,0,223.053,4141 286 262 3594 257,France,Germany
h17a,France->Germany,language,tuning,6,2.0,all,randdir_by_token,1,29,1,4141,0,0,0,428.3451,4141 262 286 3594 546,France,Germany
h17a,France->Germany,language,tuning,9,2.0,all,lens,-1,1,111,2679,1,1,1,130.4116,2679 262 286 257 3594,France,Germany
h17a,France->Germany,language,tuning,9,2.0,all,randdir_shared_source,0,10,2,3594,0,0,0,269.2021,3594 4141 262 286 257,France,Germany
h17a,France->Germany,language,tuning,9,2.0,all,randdir_shared_source,1,10,1,4141,0,0,0,40.1691,4141 3594 286 262 257,France,Germany
h17a,France->Germany,language,tuning,9,2.0,all,randdir_by_token,0,13,1,4141,0,0,0,163.4676,4141 3594 286 262 257,France,Germany
h17a,France->Germany,language,tuning,9,2.0,all,randdir_by_token,1,13,1,4141,0,0,0,122.0231,4141 286 3594 262 257,France,Germany
h17a,France->Ireland,capital,tuning,6,2.0,all,lens,-1,1,2068,18220,1,1,1,132.1572,18220 29713 25567 7517 520,France,Ireland
h17a,France->Ireland,capital,tuning,6,2.0,all,randdir_shared_source,0,774,2,45996,0,0,0,86.4632,45996 6342 35193 520 9281,France,Ireland
h17a,France->Ireland,capital,tuning,6,2.0,all,randdir_shared_source,1,214,1,6342,0,0,0,632.6846,6342 520 262 663 45996,France,Ireland
h17a,France->Ireland,capital,tuning,6,2.0,all,randdir_by_token,0,729,1,6342,0,0,0,667.2776,6342 4689 262 347 45996,France,Ireland
h17a,France->Ireland,capital,tuning,6,2.0,all,randdir_by_token,1,921,2,45996,0,0,0,334.538,45996 6342 18460 520 9281,France,Ireland
h17a,France->Ireland,capital,tuning,9,2.0,all,lens,-1,2,13248,7517,1,0,1,321.3759,7517 18220 8685 25567 29713,France,Ireland
h17a,France->Ireland,capital,tuning,9,2.0,all,randdir_shared_source,0,1287,1,6342,0,0,0,338.1907,6342 45996 35193 262 520,France,Ireland
h17a,France->Ireland,capital,tuning,9,2.0,all,randdir_shared_source,1,773,1,6342,0,0,0,79.1442,6342 45996 9281 35193 520,France,Ireland
h17a,France->Ireland,capital,tuning,9,2.0,all,randdir_by_token,0,798,2,45996,0,0,0,113.6562,45996 6342 9281 520 35193,France,Ireland
h17a,France->Ireland,capital,tuning,9,2.0,all,randdir_by_token,1,2127,1,6342,0,0,0,711.666,6342 5575 45996 1962 262,France,Ireland
h17a,France->Ireland,language,tuning,6,2.0,all,lens,-1,3,357,8685,1,0,1,130.077,8685 286 3594 257 284,France,Ireland
h17a,France->Ireland,language,tuning,6,2.0,all,randdir_shared_source,0,2,1,4141,1,0,0,92.5649,4141 3594 286 262 257,France,Ireland
h17a,France->Ireland,language,tuning,6,2.0,all,randdir_shared_source,1,2,1,4141,1,0,0,632.6843,4141 3594 286 257 262,France,Ireland
h17a,France->Ireland,language,tuning,6,2.0,all,randdir_by_token,0,3,7,257,1,0,1,667.3822,257 262 3594 287 351,France,Ireland
h17a,France->Ireland,language,tuning,6,2.0,all,randdir_by_token,1,2,3,286,1,0,1,333.9968,286 3594 4141 262 257,France,Ireland
h17a,France->Ireland,language,tuning,9,2.0,all,lens,-1,6,1119,8685,0,0,1,301.9496,8685 257 286 262 7517,France,Ireland
h17a,France->Ireland,language,tuning,9,2.0,all,randdir_shared_source,0,2,1,4141,1,0,0,342.4566,4141 3594 286 262 257,France,Ireland
h17a,France->Ireland,language,tuning,9,2.0,all,randdir_shared_source,1,2,1,4141,1,0,0,68.8335,4141 3594 286 262 257,France,Ireland
h17a,France->Ireland,language,tuning,9,2.0,all,randdir_by_token,0,2,1,4141,1,0,0,108.7326,4141 3594 286 262 257,France,Ireland
h17a,France->Ireland,language,tuning,9,2.0,all,randdir_by_token,1,5,2,286,1,0,0,712.445,286 4141 262 257 3594,France,Ireland
h17a,France->Japan,capital,tuning,6,2.0,all,lens,-1,1,1930,11790,1,1,1,79.9066,11790 36298 42429 42922 15196,France,Japan
h17a,France->Japan,capital,tuning,6,2.0,all,randdir_shared_source,0,3623,1,6342,0,0,0,99.2904,6342 45996 9281 5575 520,France,Japan
h17a,France->Japan,capital,tuning,6,2.0,all,randdir_shared_source,1,6050,2,45996,0,0,0,255.6351,45996 6342 35193 262 9281,France,Japan
h17a,France->Japan,capital,tuning,6,2.0,all,randdir_by_token,0,9176,9,262,0,0,0,644.3954,262 18460 347 978 520,France,Japan
h17a,France->Japan,capital,tuning,6,2.0,all,randdir_by_token,1,1795,23,262,0,0,0,744.3275,262 520 4643 3175 347,France,Japan
h17a,France->Japan,capital,tuning,9,2.0,all,lens,-1,1,4795,11790,1,1,1,143.7549,11790 2869 42922 42429 48663,France,Japan
h17a,France->Japan,capital,tuning,9,2.0,all,randdir_shared_source,0,2930,1,6342,0,0,0,117.2494,6342 45996 9281 35193 520,France,Japan
h17a,France->Japan,capital,tuning,9,2.0,all,randdir_shared_source,1,3180,1,6342,0,0,0,272.2123,6342 45996 520 18460 5575,France,Japan
h17a,France->Japan,capital,tuning,9,2.0,all,randdir_by_token,0,3422,2,45996,0,0,0,199.4685,45996 6342 9281 520 18460,France,Japan
h17a,France->Japan,capital,tuning,9,2.0,all,randdir_by_token,1,6493,1,6342,0,0,0,443.0041,6342 45996 35193 5575 21435,France,Japan
h17a,France->Japan,language,tuning,6,2.0,all,lens,-1,2,86,3594,1,0,1,71.9826,3594 4960 262 257 286,France,Japan
h17a,France->Japan,language,tuning,6,2.0,all,randdir_shared_source,0,251,1,4141,0,0,0,96.9082,4141 286 262 3594 257,France,Japan
h17a,France->Japan,language,tuning,6,2.0,all,randdir_shared_source,1,278,1,4141,0,0,0,254.06,4141 3594 286 262 257,France,Japan
h17a,France->Japan,language,tuning,6,2.0,all,randdir_by_token,0,1478,7,286,0,0,0,644.3851,286 257 262 351 3594,France,Japan
h17a,France->Japan,language,tuning,6,2.0,all,randdir_by_token,1,217,6,3594,0,0,0,744.0221,3594 262 257 286 546,France,Japan
h17a,France->Japan,language,tuning,9,2.0,all,lens,-1,1,124,4960,1,1,1,90.9825,4960 286 262 257 3594,France,Japan
h17a,France->Japan,language,tuning,9,2.0,all,randdir_shared_source,0,181,1,4141,0,0,0,100.6319,4141 3594 286 262 257,France,Japan
h17a,France->Japan,language,tuning,9,2.0,all,randdir_shared_source,1,184,1,4141,0,0,0,271.4816,4141 3594 262 286 257,France,Japan
h17a,France->Japan,language,tuning,9,2.0,all,randdir_by_token,0,212,1,4141,0,0,0,199.7545,4141 3594 286 262 257,France,Japan
h17a,France->Japan,language,tuning,9,2.0,all,randdir_by_token,1,837,3,286,0,0,0,446.0685,286 546 4141 257 3594,France,Japan
h17a,France->Japan,continent,tuning,6,2.0,all,lens,-1,1,4,7229,1,1,1,70.9555,7229 262 5478 2031 2869,France,Japan
h17a,France->Japan,continent,tuning,6,2.0,all,randdir_shared_source,0,7,2,5478,0,0,0,105.0068,5478 2031 262 4881 2520,France,Japan
h17a,France->Japan,continent,tuning,6,2.0,all,randdir_shared_source,1,6,1,2031,0,0,0,254.4695,2031 262 5478 2258 4881,France,Japan
h17a,France->Japan,continent,tuning,6,2.0,all,randdir_by_token,0,318,4,262,0,0,0,644.0823,262 663 257 2031 749,France,Japan
h17a,France->Japan,continent,tuning,6,2.0,all,randdir_by_token,1,51,2,262,0,0,0,744.3302,262 2031 734 530 257,France,Japan
h17a,France->Japan,continent,tuning,9,2.0,all,lens,-1,1,8,7229,1,1,1,100.6648,7229 262 2869 5478 2520,France,Japan
h17a,France->Japan,continent,tuning,9,2.0,all,randdir_shared_source,0,4,1,2031,1,0,0,97.28,2031 5478 262 7229 2258,France,Japan
h17a,France->Japan,continent,tuning,9,2.0,all,randdir_shared_source,1,4,1,2031,1,0,0,274.3669,2031 262 5478 7229 2258,France,Japan
h17a,France->Japan,continent,tuning,9,2.0,all,randdir_by_token,0,4,1,2031,1,0,0,201.2162,2031 262 5478 7229 2258,France,Japan
h17a,France->Japan,continent,tuning,9,2.0,all,randdir_by_token,1,17,1,2031,0,0,0,445.5387,2031 262 5478 9133 663,France,Japan
h17a,Germany->Greece,capital,heldout,6,2.0,all,lens,-1,1,331,21891,1,1,1,94.0275,21891 27872 8377 31268 3175,Germany,Greece
h17a,Germany->Greece,capital,heldout,6,2.0,all,randdir_shared_source,0,486,1,11307,0,0,0,144.2454,11307 34923 32526 46993 3059,Germany,Greece
h17a,Germany->Greece,capital,heldout,6,2.0,all,randdir_shared_source,1,295,2,34923,0,0,0,168.8248,34923 11307 46993 32526 22418,Germany,Greece
h17a,Germany->Greece,capital,heldout,6,2.0,all,randdir_by_token,0,355,4,22418,0,0,0,291.4534,22418 520 262 11307 32526,Germany,Greece
h17a,Germany->Greece,capital,heldout,6,2.0,all,randdir_by_token,1,358,4,262,0,0,0,636.2495,262 569 317 11307 509,Germany,Greece
h17a,Germany->Greece,capital,heldout,9,2.0,all,lens,-1,1,1865,21891,1,1,1,170.0022,21891 10315 8312 31268 402,Germany,Greece
h17a,Germany->Greece,capital,heldout,9,2.0,all,randdir_shared_source,0,316,3,34923,0,0,0,498.6954,34923 32526 11307 46993 22418,Germany,Greece
h17a,Germany->Greece,capital,heldout,9,2.0,all,randdir_shared_source,1,439,2,34923,0,0,0,356.2373,34923 11307 46993 32526 22418,Germany,Greece
h17a,Germany->Greece,capital,heldout,9,2.0,all,randdir_by_token,0,412,2,34923,0,0,0,170.9097,34923 11307 32526 46993 7772,Germany,Greece
h17a,Germany->Greece,capital,heldout,9,2.0,all,randdir_by_token,1,243,1,11307,0,0,0,136.0323,11307 46993 34923 32526 40790,Germany,Greece
h17a,Germany->Greece,language,heldout,6,2.0,all,lens,-1,2,49,3594,1,0,1,98.5209,3594 8312 257 262 284,Germany,Greece
h17a,Germany->Greece,language,heldout,6,2.0,all,randdir_shared_source,0,141,1,2679,0,0,0,141.3719,2679 3594 286 257 262,Germany,Greece
h17a,Germany->Greece,language,heldout,6,2.0,all,randdir_shared_source,1,81,1,2679,0,0,0,169.5551,2679 3594 262 257 286,Germany,Greece
h17a,Germany->Greece,language,heldout,6,2.0,all,randdir_by_token,0,102,1,2679,0,0,0,289.6127,2679 262 257 286 3594,Germany,Greece
h17a,Germany->Greece,language,heldout,6,2.0,all,randdir_by_token,1,140,6,262,0,0,0,635.1425,262 286 257 546 290,Germany,Greece
h17a,Germany->Greece,language,heldout,9,2.0,all,lens,-1,1,73,8312,1,1,1,124.9326,8312 3594 257 262 286,Germany,Greece
h17a,Germany->Greece,language,heldout,9,2.0,all,randdir_shared_source,0,35,1,2679,0,0,0,499.4463,2679 3594 262 257 286,Germany,Greece
h17a,Germany->Greece,language,heldout,9,2.0,all,randdir_shared_source,1,147,1,2679,0,0,0,356.8508,2679 257 262 3594 286,Germany,Greece
h17a,Germany->Greece,language,heldout,9,2.0,all,randdir_by_token,0,60,1,2679,0,0,0,170.1568,2679 3594 262 286 257,Germany,Greece
h17a,Germany->Greece,language,heldout,9,2.0,all,randdir_by_token,1,88,1,2679,0,0,0,129.0892,2679 3594 262 257 286,Germany,Greece
h17a,Germany->Italy,capital,heldout,6,2.0,all,lens,-1,2,2213,21574,1,0,1,133.9164,21574 10598 49404 3175 46997,Germany,Italy
h17a,Germany->Italy,capital,heldout,6,2.0,all,randdir_shared_source,0,551,4,3059,0,0,0,555.5298,3059 262 22418 11307 360,Germany,Italy
h17a,Germany->Italy,capital,heldout,6,2.0,all,randdir_shared_source,1,831,10,40790,0,0,0,723.8596,40790 32526 367 22418 8774,Germany,Italy
h17a,Germany->Italy,capital,heldout,6,2.0,all,randdir_by_token,0,379,3,34923,0,0,0,383.3486,34923 32526 11307 360 347,Germany,Italy
h17a,Germany->Italy,capital,heldout,6,2.0,all,randdir_by_token,1,286,1,11307,0,0,0,420.1294,11307 32526 34923 402 7772,Germany,Italy
h17a,Germany->Italy,capital,heldout,9,2.0,all,lens,-1,2,7849,49404,1,0,1,168.0917,49404 10598 21574 28537 29702,Germany,Italy
h17a,Germany->Italy,capital,heldout,9,2.0,all,randdir_shared_source,0,668,2,34923,0,0,0,460.8691,34923 11307 32526 3059 22418,Germany,Italy
h17a,Germany->Italy,capital,heldout,9,2.0,all,randdir_shared_source,1,243,1,11307,0,0,0,124.6868,11307 34923 46993 22418 32526,Germany,Italy
h17a,Germany->Italy,capital,heldout,9,2.0,all,randdir_by_token,0,697,3,32526,0,0,0,111.3643,32526 46993 11307 402 34923,Germany,Italy
h17a,Germany->Italy,capital,heldout,9,2.0,all,randdir_by_token,1,424,1,11307,0,0,0,337.1915,11307 34923 46993 32526 22418,Germany,Italy
h17a,Germany->Italy,language,heldout,6,2.0,all,lens,-1,1,246,8200,1,1,1,138.1976,8200 3594 257 262 351,Germany,Italy
h17a,Germany->Italy,language,heldout,6,2.0,all,randdir_shared_source,0,98,1,2679,0,0,0,557.2857,2679 262 257 3594 351,Germany,Italy
h17a,Germany->Italy,language,heldout,6,2.0,all,randdir_shared_source,1,654,8,286,0,0,0,723.7505,286 262 257 287 546,Germany,Italy
h17a,Germany->Italy,language,heldout,6,2.0,all,randdir_by_token,0,88,2,286,0,0,0,383.756,286 2679 546 257 262,Germany,Italy
h17a,Germany->Italy,language,heldout,6,2.0,all,randdir_by_token,1,58,1,2679,0,0,0,420.1876,2679 262 257 3594 286,Germany,Italy
h17a,Germany->Italy,language,heldout,9,2.0,all,lens,-1,1,300,8200,1,1,1,118.8261,8200 257 262 286 3594,Germany,Italy
h17a,Germany->Italy,language,heldout,9,2.0,all,randdir_shared_source,0,89,1,2679,0,0,0,461.0635,2679 257 3594 262 286,Germany,Italy
h17a,Germany->Italy,language,heldout,9,2.0,all,randdir_shared_source,1,30,1,2679,0,0,0,118.5927,2679 3594 262 286 257,Germany,Italy
h17a,Germany->Italy,language,heldout,9,2.0,all,randdir_by_token,0,43,1,2679,0,0,0,112.1057,2679 3594 262 257 286,Germany,Italy
h17a,Germany->Italy,language,heldout,9,2.0,all,randdir_by_token,1,54,1,2679,0,0,0,337.8822,2679 3594 257 262 286,Germany,Italy
h17a,Germany->Poland,capital,heldout,6,2.0,all,lens,-1,1,204,32955,1,1,1,115.1451,32955 509 520 22761 24388,Germany,Poland
h17a,Germany->Poland,capital,heldout,6,2.0,all,randdir_shared_source,0,326,1,11307,0,0,0,234.1124,11307 22418 34923 46993 40790,Germany,Poland
h17a,Germany->Poland,capital,heldout,6,2.0,all,randdir_shared_source,1,370,1,11307,0,0,0,130.4382,11307 32526 46993 34923 360,Germany,Poland
h17a,Germany->Poland,capital,heldout,6,2.0,all,randdir_by_token,0,1119,6,262,0,0,0,489.6969,262 22418 257 11853 402,Germany,Poland
h17a,Germany->Poland,capital,heldout,6,2.0,all,randdir_by_token,1,1658,43,371,0,0,0,688.2952,371 347 3059 520 679,Germany,Poland
h17a,Germany->Poland,capital,heldout,9,2.0,all,lens,-1,1,1203,32955,1,1,1,151.1616,32955 12873 350 15945 18481,Germany,Poland
h17a,Germany->Poland,capital,heldout,9,2.0,all,randdir_shared_source,0,629,2,34923,0,0,0,506.9539,34923 11307 46993 32526 22418,Germany,Poland
h17a,Germany->Poland,capital,heldout,9,2.0,all,randdir_shared_source,1,440,1,11307,0,0,0,133.0239,11307 34923 46993 32526 22418,Germany,Poland
h17a,Germany->Poland,capital,heldout,9,2.0,all,randdir_by_token,0,755,4,34923,0,0,0,282.0993,34923 46993 32526 11307 370,Germany,Poland
h17a,Germany->Poland,capital,heldout,9,2.0,all,randdir_by_token,1,343,1,11307,0,0,0,133.0267,11307 34923 40790 46993 32526,Germany,Poland
h17a,Germany->Poland,language,heldout,6,2.0,all,lens,-1,2,16,3594,1,0,1,116.9397,3594 15945 262 257 3394,Germany,Poland
h17a,Germany->Poland,language,heldout,6,2.0,all,randdir_shared_source,0,74,1,2679,0,0,0,234.7749,2679 262 257 3594 286,Germany,Poland
h17a,Germany->Poland,language,heldout,6,2.0,all,randdir_shared_source,1,52,1,2679,0,0,0,125.73,2679 286 3594 257 262,Germany,Poland
h17a,Germany->Poland,language,heldout,6,2.0,all,randdir_by_token,0,375,14,286,0,0,0,487.2423,286 257 284 290 262,Germany,Poland
h17a,Germany->Poland,language,heldout,6,2.0,all,randdir_by_token,1,404,5,286,0,0,0,686.0006,286 257 262 287 2679,Germany,Poland
h17a,Germany->Poland,language,heldout,9,2.0,all,lens,-1,1,8,15945,1,1,1,116.288,15945 3594 257 262 286,Germany,Poland
h17a,Germany->Poland,language,heldout,9,2.0,all,randdir_shared_source,0,88,1,2679,0,0,0,506.3434,2679 3594 262 257 286,Germany,Poland
h17a,Germany->Poland,language,heldout,9,2.0,all,randdir_shared_source,1,46,1,2679,0,0,0,135.5165,2679 3594 286 262 257,Germany,Poland
h17a,Germany->Poland,language,heldout,9,2.0,all,randdir_by_token,0,36,1,2679,0,0,0,282.7803,2679 3594 262 286 257,Germany,Poland
h17a,Germany->Poland,language,heldout,9,2.0,all,randdir_by_token,1,40,1,2679,0,0,0,113.457,2679 3594 286 262 257,Germany,Poland
h17a,Greece->Ireland,capital,tuning,6,2.0,all,lens,-1,1,1915,18220,1,1,1,64.5183,18220 520 25567 29713 406,Greece,Ireland
h17a,Greece->Ireland,capital,tuning,6,2.0,all,randdir_shared_source,0,1811,1,21891,0,0,0,36.7109,21891 262 10334 309 402,Greece,Ireland
h17a,Greece->Ireland,capital,tuning,6,2.0,all,randdir_shared_source,1,4626,2,10315,0,0,0,787.2968,10315 21891 262 465 314,Greece,Ireland
h17a,Greece->Ireland,capital,tuning,6,2.0,all,randdir_by_token,0,2119,1,21891,0,0,0,165.314,21891 569 10334 402 309,Greece,Ireland
h17a,Greece->Ireland,capital,tuning,6,2.0,all,randdir_by_token,1,807,1,21891,0,0,0,484.0002,21891 262 3738 12372 5844,Greece,Ireland
h17a,Greece->Ireland,capital,tuning,9,2.0,all,lens,-1,2,5207,7517,1,0,1,178.9891,7517 18220 262 360 520,Greece,Ireland
h17a,Greece->Ireland,capital,tuning,9,2.0,all,randdir_shared_source,0,1580,1,21891,0,0,0,463.3865,21891 262 309 8377 402,Greece,Ireland
h17a,Greece->Ireland,capital,tuning,9,2.0,all,randdir_shared_source,1,1500,1,21891,0,0,0,85.2127,21891 309 262 402 10334,Greece,Ireland
h17a,Greece->Ireland,capital,tuning,9,2.0,all,randdir_by_token,0,1404,1,21891,0,0,0,247.7966,21891 10334 262 309 402,Greece,Ireland
h17a,Greece->Ireland,capital,tuning,9,2.0,all,randdir_by_token,1,2654,1,21891,0,0,0,573.6993,21891 262 402 3738 350,Greece,Ireland
h17a,Greece->Ireland,language,tuning,6,2.0,all,lens,-1,2,113,286,1,0,1,62.7768,286 3594 262 257 287,Greece,Ireland
h17a,Greece->Ireland,language,tuning,6,2.0,all,randdir_shared_source,0,4,1,8312,1,0,0,21.6792,8312 286 262 3594 257,Greece,Ireland
h17a,Greece->Ireland,language,tuning,6,2.0,all,randdir_shared_source,1,6,31,257,0,0,1,787.724,257 284 262 845 329,Greece,Ireland
h17a,Greece->Ireland,language,tuning,6,2.0,all,randdir_by_token,0,5,2,286,1,0,0,161.1921,286 8312 262 257 3594,Greece,Ireland
