battery,item_id,func,split,layers,alpha,posmode,arm,seed,good_rank,bad_rank,argmax_tok,in_top5,is_top1,beats_bad,patch_norm,top5_ids
h17,animal-08-output,,tuning,7-8-9,2.0,all,lens,-1,1,49589,44136,1,1,1,2655.1182,44136 44576 36798 21668 16050
h17,animal-08-output,,tuning,7-8-9,2.0,all,randdir_shared_source,0,45,91,1402,0,0,1,1027.5043,1402 1588 1862 4048 718
h17,animal-08-output,,tuning,7-8-9,2.0,all,randdir_shared_source,1,513,8,1862,0,0,0,622.0575,1862 2330 366 1402 4295
h17,animal-08-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,1136,83,366,0,0,0,1043.3958,366 5156 1862 890 471
h17,animal-08-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,5673,513,198,0,0,0,1665.1752,198 14780 366 20493 890
h17,animal-09-lens,,heldout,7-8-9,2.0,all,lens,-1,50257,1,44136,0,0,0,820.4728,44136 36798 44576 22206 21668
h17,animal-09-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,0,41,456,3290,0,0,1,342.0663,3290 26188 3797 4273 5156
h17,animal-09-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,1,37,451,3290,0,0,1,731.7991,3290 4273 3797 649 42143
h17,animal-09-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,24,120,13373,0,0,1,1048.5156,13373 3290 4273 3797 5156
h17,animal-09-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,3,220,3290,1,0,1,741.9375,3290 3797 22746 1310 6029
h17,animal-09-output,,heldout,7-8-9,2.0,all,lens,-1,1,49714,44136,1,1,1,2775.9612,44136 44576 36798 21668 287
h17,animal-09-output,,heldout,7-8-9,2.0,all,randdir_shared_source,0,495,1,3290,0,0,0,925.4258,3290 3797 4273 22746 1588
h17,animal-09-output,,heldout,7-8-9,2.0,all,randdir_shared_source,1,501,1,3290,0,0,0,941.8509,3290 3797 13373 4273 26188
h17,animal-09-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,385,3,366,0,0,0,1038.1235,366 5156 3290 471 582
h17,animal-09-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,8139,538,198,0,0,0,1663.5846,198 14780 8301 4286 13
h17a,France->Germany,capital,tuning,6,2.0,all,lens,-1,1,1410,11307,1,1,1,130.4146,11307 34923 32526 46993 22418
h17a,France->Germany,capital,tuning,6,2.0,all,randdir_shared_source,0,96,1,6342,0,0,0,431.4014,6342 9281 45996 13876 4689
h17a,France->Germany,capital,tuning,6,2.0,all,randdir_shared_source,1,324,2,45996,0,0,0,305.0148,45996 6342 18460 520 262
h17a,France->Germany,capital,tuning,9,2.0,all,lens,-1,1,2690,11307,1,1,1,154.1616,11307 34923 36888 22418 32526
h17a,France->Germany,capital,tuning,9,2.0,all,randdir_shared_source,0,302,1,6342,0,0,0,275.5223,6342 45996 520 9281 262
h17a,France->Germany,capital,tuning,9,2.0,all,randdir_shared_source,1,326,1,6342,0,0,0,42.3142,6342 45996 9281 35193 520
h17a,France->Germany,language,tuning,6,2.0,all,lens,-1,1,317,2679,1,1,1,130.1875,2679 262 257 3594 286
h17a,France->Germany,language,tuning,6,2.0,all,randdir_shared_source,0,9,1,4141,0,0,0,430.4528,4141 262 3594 257 286
h17a,France->Germany,language,tuning,6,2.0,all,randdir_shared_source,1,21,1,4141,0,0,0,304.9765,4141 286 3594 257 262
h17a,France->Germany,language,tuning,9,2.0,all,lens,-1,1,111,2679,1,1,1,130.4116,2679 262 286 257 3594
h17a,France->Germany,language,tuning,9,2.0,all,randdir_shared_source,0,10,2,3594,0,0,0,269.2021,3594 4141 262 286 257
h17a,France->Germany,language,tuning,9,2.0,all,randdir_shared_source,1,10,1,4141,0,0,0,40.1691,4141 3594 286 262 257
h17a,France->Ireland,capital,tuning,6,2.0,all,lens,-1,1,2068,18220,1,1,1,132.1572,18220 29713 25567 7517 520
h17a,France->Ireland,capital,tuning,6,2.0,all,randdir_shared_source,0,774,2,45996,0,0,0,86.4632,45996 6342 35193 520 9281
h17a,France->Ireland,capital,tuning,6,2.0,all,randdir_shared_source,1,214,1,6342,0,0,0,632.6846,6342 520 262 663 45996
h17a,France->Ireland,capital,tuning,9,2.0,all,lens,-1,2,13248,7517,1,0,1,321.3759,7517 18220 8685 25567 29713
h17a,France->Ireland,capital,tuning,9,2.0,all,randdir_shared_source,0,1287,1,6342,0,0,0,338.1907,6342 45996 35193 262 520
h17a,France->Ireland,capital,tuning,9,2.0,all,randdir_shared_source,1,773,1,6342,0,0,0,79.1442,6342 45996 9281 35193 520
h17a,France->Ireland,language,tuning,6,2.0,all,lens,-1,3,357,8685,1,0,1,130.077,8685 286 3594 257 284
h17a,France->Ireland,language,tuning,6,2.0,all,randdir_shared_source,0,2,1,4141,1,0,0,92.5649,4141 3594 286 262 257
h17a,France->Ireland,language,tuning,6,2.0,all,randdir_shared_source,1,2,1,4141,1,0,0,632.6843,4141 3594 286 257 262
h17a,France->Ireland,language,tuning,9,2.0,all,lens,-1,6,1119,8685,0,0,1,301.9496,8685 257 286 262 7517
h17a,France->Ireland,language,tuning,9,2.0,all,randdir_shared_source,0,2,1,4141,1,0,0,342.4566,4141 3594 286 262 257
h17a,France->Ireland,language,tuning,9,2.0,all,randdir_shared_source,1,2,1,4141,1,0,0,68.8335,4141 3594 286 262 257
h17a,France->Japan,capital,tuning,6,2.0,all,lens,-1,1,1930,11790,1,1,1,79.9066,11790 36298 42429 42922 15196
h17a,France->Japan,capital,tuning,6,2.0,all,randdir_shared_source,0,3623,1,6342,0,0,0,99.2904,6342 45996 9281 5575 520
h17a,France->Japan,capital,tuning,6,2.0,all,randdir_shared_source,1,6050,2,45996,0,0,0,255.6351,45996 6342 35193 262 9281
h17a,France->Japan,capital,tuning,9,2.0,all,lens,-1,1,4795,11790,1,1,1,143.7549,11790 2869 42922 42429 48663
h17a,France->Japan,capital,tuning,9,2.0,all,randdir_shared_source,0,2930,1,6342,0,0,0,117.2494,6342 45996 9281 35193 520
h17a,France->Japan,capital,tuning,9,2.0,all,randdir_shared_source,1,3180,1,6342,0,0,0,272.2123,6342 45996 520 18460 5575
h17a,France->Japan,language,tuning,6,2.0,all,lens,-1,2,86,3594,1,0,1,71.9826,3594 4960 262 257 286
h17a,France->Japan,language,tuning,6,2.0,all,randdir_shared_source,0,251,1,4141,0,0,0,96.9082,4141 286 262 3594 257
h17a,France->Japan,language,tuning,6,2.0,all,randdir_shared_source,1,278,1,4141,0,0,0,254.06,4141 3594 286 262 257
h17a,France->Japan,language,tuning,9,2.0,all,lens,-1,1,124,4960,1,1,1,90.9825,4960 286 262 257 3594
h17a,France->Japan,language,tuning,9,2.0,all,randdir_shared_source,0,181,1,4141,0,0,0,100.6319,4141 3594 286 262 257
h17a,France->Japan,language,tuning,9,2.0,all,randdir_shared_source,1,184,1,4141,0,0,0,271.4816,4141 3594 262 286 257
h17a,France->Japan,continent,tuning,6,2.0,all,lens,-1,1,4,7229,1,1,1,70.9555,7229 262 5478 2031 2869
h17a,France->Japan,continent,tuning,6,2.0,all,randdir_shared_source,0,7,2,5478,0,0,0,105.0068,5478 2031 262 4881 2520
h17a,France->Japan,continent,tuning,6,2.0,all,randdir_shared_source,1,6,1,2031,0,0,0,254.4695,2031 262 5478 2258 4881
h17a,France->Japan,continent,tuning,9,2.0,all,lens,-1,1,8,7229,1,1,1,100.6648,7229 262 2869 5478 2520
h17a,France->Japan,continent,tuning,9,2.0,all,randdir_shared_source,0,4,1,2031,1,0,0,97.28,2031 5478 262 7229 2258
h17a,France->Japan,continent,tuning,9,2.0,all,randdir_shared_source,1,4,1,2031,1,0,0,274.3669,2031 262 5478 7229 2258
h17a,Germany->Greece,capital,heldout,6,2.0,all,lens,-1,1,331,21891,1,1,1,94.0275,21891 27872 8377 31268 3175
h17a,Germany->Greece,capital,heldout,6,2.0,all,randdir_shared_source,0,486,1,11307,0,0,0,144.2454,11307 34923 32526 46993 3059
h17a,Germany->Greece,capital,heldout,6,2.0,all,randdir_shared_source,1,295,2,34923,0,0,0,168.8248,34923 11307 46993 32526 22418
h17a,Germany->Greece,capital,heldout,9,2.0,all,lens,-1,1,1865,21891,1,1,1,170.0022,21891 10315 8312 31268 402
h17a,Germany->Greece,capital,heldout,9,2.0,all,randdir_shared_source,0,316,3,34923,0,0,0,498.6954,34923 32526 11307 46993 22418
h17a,Germany->Greece,capital,heldout,9,2.0,all,randdir_shared_source,1,439,2,34923,0,0,0,356.2373,34923 11307 46993 32526 22418
h17a,Germany->Greece,language,heldout,6,2.0,all,lens,-1,2,49,3594,1,0,1,98.5209,3594 8312 257 262 284
h17a,Germany->Greece,language,heldout,6,2.0,all,randdir_shared_source,0,141,1,2679,0,0,0,141.3719,2679 3594 286 257 262
h17a,Germany->Greece,language,heldout,6,2.0,all,randdir_shared_source,1,81,1,2679,0,0,0,169.5551,2679 3594 262 257 286
h17a,Germany->Greece,language,heldout,9,2.0,all,lens,-1,1,73,8312,1,1,1,124.9326,8312 3594 257 262 286
h17a,Germany->Greece,language,heldout,9,2.0,all,randdir_shared_source,0,35,1,2679,0,0,0,499.4463,2679 3594 262 257 286
h17a,Germany->Greece,language,heldout,9,2.0,all,randdir_shared_source,1,147,1,2679,0,0,0,356.8508,2679 257 262 3594 286
h17a,Germany->Italy,capital,heldout,6,2.0,all,lens,-1,2,2213,21574,1,0,1,133.9164,21574 10598 49404 3175 46997
h17a,Germany->Italy,capital,heldout,6,2.0,all,randdir_shared_source,0,551,4,3059,0,0,0,555.5298,3059 262 22418 11307 360
h17a,Germany->Italy,capital,heldout,6,2.0,all,randdir_shared_source,1,831,10,40790,0,0,0,723.8596,40790 32526 367 22418 8774
h17a,Germany->Italy,capital,heldout,9,2.0,all,lens,-1,2,7849,49404,1,0,1,168.0917,49404 10598 21574 28537 29702
h17a,Germany->Italy,capital,heldout,9,2.0,all,randdir_shared_source,0,668,2,34923,0,0,0,460.8691,34923 11307 32526 3059 22418
h17a,Germany->Italy,capital,heldout,9,2.0,all,randdir_shared_source,1,243,1,11307,0,0,0,124.6868,11307 34923 46993 22418 32526
h17a,Germany->Italy,language,heldout,6,2.0,all,lens,-1,1,246,8200,1,1,1,138.1976,8200 3594 257 262 351
h17a,Germany->Italy,language,heldout,6,2.0,all,randdir_shared_source,0,98,1,2679,0,0,0,557.2857,2679 262 257 3594 351
h17a,Germany->Italy,language,heldout,6,2.0,all,randdir_shared_source,1,654,8,286,0,0,0,723.7505,286 262 257 287 546
h17a,Germany->Italy,language,heldout,9,2.0,all,lens,-1,1,300,8200,1,1,1,118.8261,8200 257 262 286 3594
h17a,Germany->Italy,language,heldout,9,2.0,all,randdir_shared_source,0,89,1,2679,0,0,0,461.0635,2679 257 3594 262 286
h17a,Germany->Italy,language,heldout,9,2.0,all,randdir_shared_source,1,30,1,2679,0,0,0,118.5927,2679 3594 262 286 257
h17a,Germany->Poland,capital,heldout,6,2.0,all,lens,-1,1,204,32955,1,1,1,115.1451,32955 509 520 22761 24388
h17a,Germany->Poland,capital,heldout,6,2.0,all,randdir_shared_source,0,326,1,11307,0,0,0,234.1124,11307 22418 34923 46993 40790
h17a,Germany->Poland,capital,heldout,6,2.0,all,randdir_shared_source,1,370,1,11307,0,0,0,130.4382,11307 32526 46993 34923 360
h17a,Germany->Poland,capital,heldout,9,2.0,all,lens,-1,1,1203,32955,1,1,1,151.1616,32955 12873 350 15945 18481
h17a,Germany->Poland,capital,heldout,9,2.0,all,randdir_shared_source,0,629,2,34923,0,0,0,506.9539,34923 11307 46993 32526 22418
h17a,Germany->Poland,capital,heldout,9,2.0,all,randdir_shared_source,1,440,1,11307,0,0,0,133.0239,11307 34923 46993 32526 22418
h17a,Germany->Poland,language,heldout,6,2.0,all,lens,-1,2,16,3594,1,0,1,116.9397,3594 15945 262 257 3394
h17a,Germany->Poland,language,heldout,6,2.0,all,randdir_shared_source,0,74,1,2679,0,0,0,234.7749,2679 262 257 3594 286
h17a,Germany->Poland,language,heldout,6,2.0,all,randdir_shared_source,1,52,1,2679,0,0,0,125.73,2679 286 3594 257 262
h17a,Germany->Poland,language,heldout,9,2.0,all,lens,-1,1,8,15945,1,1,1,116.288,15945 3594 257 262 286
h17a,Germany->Poland,language,heldout,9,2.0,all,randdir_shared_source,0,88,1,2679,0,0,0,506.3434,2679 3594 262 257 286
h17a,Germany->Poland,language,heldout,9,2.0,all,randdir_shared_source,1,46,1,2679,0,0,0,135.5165,2679 3594 286 262 257
h17a,Greece->Ireland,capital,tuning,6,2.0,all,lens,-1,1,1915,18220,1,1,1,64.5183,18220 520 25567 29713 406
h17a,Greece->Ireland,capital,tuning,6,2.0,all,randdir_shared_source,0,1811,1,21891,0,0,0,36.7109,21891 262 10334 309 402
h17a,Greece->Ireland,capital,tuning,6,2.0,all,randdir_shared_source,1,4626,2,10315,0,0,0,787.2968,10315 21891 262 465 314
h17a,Greece->Ireland,capital,tuning,9,2.0,all,lens,-1,2,5207,7517,1,0,1,178.9891,7517 18220 262 360 520
h17a,Greece->Ireland,capital,tuning,9,2.0,all,randdir_shared_source,0,1580,1,21891,0,0,0,463.3865,21891 262 309 8377 402
h17a,Greece->Ireland,capital,tuning,9,2.0,all,randdir_shared_source,1,1500,1,21891,0,0,0,85.2127,21891 309 262 402 10334
h17a,Greece->Ireland,language,tuning,6,2.0,all,lens,-1,2,113,286,1,0,1,62.7768,286 3594 262 257 287
h17a,Greece->Ireland,language,tuning,6,2.0,all,randdir_shared_source,0,4,1,8312,1,0,0,21.6792,8312 286 262 3594 257
h17a,Greece->Ireland,language,tuning,6,2.0,all,randdir_shared_source,1,6,31,257,0,0,1,787.724,257 284 262 845 329
h17a,Greece->Ireland,language,tuning,9,2.0,all,lens,-1,5,650,8685,1,0,1,146.6285,8685 286 262 257 3594
h17a,Greece->Ireland,language,tuning,9,2.0,all,randdir_shared_source,0,9,1,8312,0,0,0,463.9705,8312 262 286 257 691
h17a,Greece->Ireland,language,tuning,9,2.0,all,randdir_shared_source,1,7,1,8312,0,0,0,80.7347,8312 286 262 257 284
h17a,Greece->Japan,capital,tuning,6,2.0,all,lens,-1,2,940,15196,1,0,1,87.3995,15196 11790 36298 911 22431
h17a,Greece->Japan,capital,tuning,6,2.0,all,randdir_shared_source,0,4412,5,663,0,0,0,498.2923,663 5027 262 11732 21891
h17a,Greece->Japan,capital,tuning,6,2.0,all,randdir_shared_source,1,5312,1,21891,0,0,0,547.0708,21891 262 10315 10334 5783
h17a,Greece->Japan,capital,tuning,9,2.0,all,lens,-1,1,138,11790,1,1,1,182.8263,11790 262 2869 402 42429
h17a,Greece->Japan,capital,tuning,9,2.0,all,randdir_shared_source,0,4153,1,21891,0,0,0,112.5944,21891 402 309 262 31268
h17a,Greece->Japan,capital,tuning,9,2.0,all,randdir_shared_source,1,3388,1,21891,0,0,0,302.909,21891 262 10334 8377 31268
h17a,Greece->Japan,language,tuning,6,2.0,all,lens,-1,2,24,3594,1,0,1,82.9178,3594 4960 262 286 257
h17a,Greece->Japan,language,tuning,6,2.0,all,randdir_shared_source,0,338,14,262,0,0,0,497.0735,262 257 691 511 284
h17a,Greece->Japan,language,tuning,6,2.0,all,randdir_shared_source,1,976,13,257,0,0,0,548.0784,257 262 286 287 546
h17a,Greece->Japan,language,tuning,9,2.0,all,lens,-1,1,22,4960,1,1,1,155.4825,4960 286 3594 262 257
h17a,Greece->Japan,language,tuning,9,2.0,all,randdir_shared_source,0,149,1,8312,0,0,0,96.5407,8312 286 3594 262 257
h17a,Greece->Japan,language,tuning,9,2.0,all,randdir_shared_source,1,189,1,8312,0,0,0,302.2931,8312 286 262 3594 284
h17a,Greece->Japan,continent,tuning,6,2.0,all,lens,-1,3,2,5478,1,0,0,75.3162,5478 2031 7229 10315 262
h17a,Greece->Japan,continent,tuning,6,2.0,all,randdir_shared_source,0,21,2,262,0,0,0,498.6566,262 2031 10315 2520 5478
h17a,Greece->Japan,continent,tuning,6,2.0,all,randdir_shared_source,1,15,3,262,0,0,0,546.8622,262 5478 2031 674 257
h17a,Greece->Japan,continent,tuning,9,2.0,all,lens,-1,5,2,5478,1,0,0,147.9443,5478 2031 262 2258 7229
h17a,Greece->Japan,continent,tuning,9,2.0,all,randdir_shared_source,0,4,2,5478,1,0,0,126.2627,5478 2031 262 7229 2258
h17a,Greece->Japan,continent,tuning,9,2.0,all,randdir_shared_source,1,5,2,5478,1,0,0,301.942,5478 2031 262 2258 7229
h17a,Greece->Portugal,capital,tuning,6,2.0,all,lens,-1,1,167,41898,1,1,1,171.1266,41898 327 350 262 3738
h17a,Greece->Portugal,capital,tuning,6,2.0,all,randdir_shared_source,0,658,1,21891,0,0,0,245.6108,21891 262 34077 12903 10334
h17a,Greece->Portugal,capital,tuning,6,2.0,all,randdir_shared_source,1,6891,1,21891,0,0,0,591.6408,21891 34077 8498 402 10334
h17a,Greece->Portugal,capital,tuning,9,2.0,all,lens,-1,2,553,19101,1,0,1,154.5282,19101 41898 10334 309 4347
h17a,Greece->Portugal,capital,tuning,9,2.0,all,randdir_shared_source,0,1195,1,21891,0,0,0,489.0429,21891 262 10334 309 402
h17a,Greece->Portugal,capital,tuning,9,2.0,all,randdir_shared_source,1,1093,1,21891,0,0,0,529.7289,21891 10334 11732 12903 7039
h17a,Greece->Portugal,language,tuning,6,2.0,all,lens,-1,5,19,3594,1,0,1,167.6426,3594 286 262 257 21813
h17a,Greece->Portugal,language,tuning,6,2.0,all,randdir_shared_source,0,93,1,8312,0,0,0,245.4569,8312 286 262 351 3594
h17a,Greece->Portugal,language,tuning,6,2.0,all,randdir_shared_source,1,1549,17,262,0,0,0,591.9669,262 257 546 379 416
h17a,Greece->Portugal,language,tuning,9,2.0,all,lens,-1,1,109,21813,1,1,1,120.1932,21813 3594 257 262 286
h17a,Greece->Portugal,language,tuning,9,2.0,all,randdir_shared_source,0,58,1,8312,0,0,0,487.7025,8312 286 262 3594 257
h17a,Greece->Portugal,language,tuning,9,2.0,all,randdir_shared_source,1,87,4,262,0,0,0,531.1667,262 286 257 8312 3594
h17a,Ireland->Italy,capital,heldout,6,2.0,all,lens,-1,2,5432,21574,1,0,1,108.9007,21574 10598 49404 28537 520
h17a,Ireland->Italy,capital,heldout,6,2.0,all,randdir_shared_source,0,41,1,18220,0,0,0,849.4846,18220 50026 25567 7517 440
h17a,Ireland->Italy,capital,heldout,6,2.0,all,randdir_shared_source,1,189,1,18220,0,0,0,344.3309,18220 25567 7517 262 520
h17a,Ireland->Italy,capital,heldout,9,2.0,all,lens,-1,1,420,10598,1,1,1,182.2499,10598 21574 49404 28537 262
h17a,Ireland->Italy,capital,heldout,9,2.0,all,randdir_shared_source,0,59,1,18220,0,0,0,92.8697,18220 25567 29713 520 7517
h17a,Ireland->Italy,capital,heldout,9,2.0,all,randdir_shared_source,1,393,1,18220,0,0,0,533.158,18220 25567 29713 262 360
h17a,Ireland->Italy,language,heldout,6,2.0,all,lens,-1,1,2,8200,1,1,1,113.8414,8200 3594 262 257 286
h17a,Ireland->Italy,language,heldout,6,2.0,all,randdir_shared_source,0,137,2,8685,0,0,0,848.4373,8685 3594 257 262 645
h17a,Ireland->Italy,language,heldout,6,2.0,all,randdir_shared_source,1,121,2,262,0,0,0,344.0032,262 3594 8685 286 257
h17a,Ireland->Italy,language,heldout,9,2.0,all,lens,-1,1,4,8200,1,1,1,171.496,8200 262 286 3594 257
h17a,Ireland->Italy,language,heldout,9,2.0,all,randdir_shared_source,0,50,2,286,0,0,0,94.6231,286 3594 262 257 8685
h17a,Ireland->Italy,language,heldout,9,2.0,all,randdir_shared_source,1,139,3,286,0,0,0,533.5297,286 262 3594 257 8685
h17a,Ireland->Poland,capital,heldout,6,2.0,all,lens,-1,3,3677,520,1,0,1,103.3102,520 509 32955 262 309
h17a,Ireland->Poland,capital,heldout,6,2.0,all,randdir_shared_source,0,629,1,18220,0,0,0,458.4344,18220 25567 7517 968 262
h17a,Ireland->Poland,capital,heldout,6,2.0,all,randdir_shared_source,1,1352,2,25567,0,0,0,481.243,25567 18220 520 262 7517
h17a,Ireland->Poland,capital,heldout,9,2.0,all,lens,-1,1,247,32955,1,1,1,286.8311,32955 12873 520 350 509
h17a,Ireland->Poland,capital,heldout,9,2.0,all,randdir_shared_source,0,1597,2,25567,0,0,0,99.4453,25567 18220 29713 7517 520
h17a,Ireland->Poland,capital,heldout,9,2.0,all,randdir_shared_source,1,738,1,18220,0,0,0,227.184,18220 25567 29713 520 262
h17a,Ireland->Poland,language,heldout,6,2.0,all,lens,-1,4,2,262,1,0,0,108.1259,262 3594 257 15945 3394
h17a,Ireland->Poland,language,heldout,6,2.0,all,randdir_shared_source,0,201,1,3594,0,0,0,453.975,3594 257 8685 286 262
h17a,Ireland->Poland,language,heldout,6,2.0,all,randdir_shared_source,1,206,3,286,0,0,0,480.987,286 8685 3594 262 39652
h17a,Ireland->Poland,language,heldout,9,2.0,all,lens,-1,1,5,15945,1,1,1,277.2233,15945 286 262 257 3594
h17a,Ireland->Poland,language,heldout,9,2.0,all,randdir_shared_source,0,131,3,286,0,0,0,73.9335,286 262 3594 257 8685
h17a,Ireland->Poland,language,heldout,9,2.0,all,randdir_shared_source,1,68,2,286,0,0,0,226.1347,286 3594 262 257 8685
h17a,Ireland->Spain,capital,heldout,6,2.0,all,lens,-1,3,935,35773,1,0,1,171.7571,35773 15142 14708 2986 309
h17a,Ireland->Spain,capital,heldout,6,2.0,all,randdir_shared_source,0,713,1,18220,0,0,0,563.394,18220 25567 262 749 7517
h17a,Ireland->Spain,capital,heldout,6,2.0,all,randdir_shared_source,1,719,1,18220,0,0,0,220.4327,18220 25567 520 29713 262
h17a,Ireland->Spain,capital,heldout,9,2.0,all,lens,-1,1,239,14708,1,1,1,233.424,14708 15142 35773 8602 309
h17a,Ireland->Spain,capital,heldout,9,2.0,all,randdir_shared_source,0,1204,1,18220,0,0,0,167.9669,18220 25567 7517 29713 520
h17a,Ireland->Spain,capital,heldout,9,2.0,all,randdir_shared_source,1,3284,2,25567,0,0,0,895.9459,25567 18220 520 262 327
h17a,Ireland->Spain,language,heldout,6,2.0,all,lens,-1,1,2,7897,1,1,1,172.0437,7897 3594 262 257 286
h17a,Ireland->Spain,language,heldout,6,2.0,all,randdir_shared_source,0,25,2,8685,0,0,0,562.4799,8685 3594 257 39652 379
h17a,Ireland->Spain,language,heldout,6,2.0,all,randdir_shared_source,1,29,2,286,0,0,0,220.2686,286 3594 262 257 546
h17a,Ireland->Spain,language,heldout,9,2.0,all,lens,-1,1,3,7897,1,1,1,217.4377,7897 286 3594 262 257
h17a,Ireland->Spain,language,heldout,9,2.0,all,randdir_shared_source,0,25,5,286,0,0,0,155.5454,286 262 257 8685 3594
h17a,Ireland->Spain,language,heldout,9,2.0,all,randdir_shared_source,1,132,6,262,0,0,0,896.905,262 257 286 329 511
h17a,Italy->Japan,capital,tuning,6,2.0,all,lens,-1,3,220,36298,1,0,1,152.5252,36298 309 11790 911 509
h17a,Italy->Japan,capital,tuning,6,2.0,all,randdir_shared_source,0,2864,2,21574,0,0,0,51.7839,21574 10598 28537 49404 309
h17a,Italy->Japan,capital,tuning,6,2.0,all,randdir_shared_source,1,3678,4,21574,0,0,0,244.2011,21574 28537 49404 10598 520
h17a,Italy->Japan,capital,tuning,9,2.0,all,lens,-1,1,151,11790,1,1,1,177.5308,11790 2869 262 42429 449
h17a,Italy->Japan,capital,tuning,9,2.0,all,randdir_shared_source,0,2707,2,21574,0,0,0,180.6434,21574 10598 49404 28537 520
h17a,Italy->Japan,capital,tuning,9,2.0,all,randdir_shared_source,1,3607,2,21574,0,0,0,162.0572,21574 10598 49404 28537 327
h17a,Italy->Japan,language,tuning,6,2.0,all,lens,-1,6,1,8200,0,0,0,150.6177,8200 3594 262 286 257
h17a,Italy->Japan,language,tuning,6,2.0,all,randdir_shared_source,0,171,1,8200,0,0,0,48.9921,8200 262 286 257 3594
h17a,Italy->Japan,language,tuning,6,2.0,all,randdir_shared_source,1,213,1,8200,0,0,0,243.1537,8200 262 3594 286 257
h17a,Italy->Japan,language,tuning,9,2.0,all,lens,-1,1,12,4960,1,1,1,148.2453,4960 3594 286 262 257
h17a,Italy->Japan,language,tuning,9,2.0,all,randdir_shared_source,0,130,3,286,0,0,0,179.8108,286 262 8200 257 3594
h17a,Italy->Japan,language,tuning,9,2.0,all,randdir_shared_source,1,191,1,8200,0,0,0,158.2866,8200 262 286 3594 257
h17a,Italy->Japan,continent,tuning,6,2.0,all,lens,-1,21,1,2031,0,0,0,148.175,2031 8031 5478 262 49301
h17a,Italy->Japan,continent,tuning,6,2.0,all,randdir_shared_source,0,4,1,2031,1,0,0,49.7517,2031 262 5478 7229 9133
h17a,Italy->Japan,continent,tuning,6,2.0,all,randdir_shared_source,1,4,2,262,1,0,0,243.6865,262 2031 5478 7229 9133
h17a,Italy->Japan,continent,tuning,9,2.0,all,lens,-1,4,2,262,1,0,0,142.4221,262 2031 5478 7229 2520
h17a,Italy->Japan,continent,tuning,9,2.0,all,randdir_shared_source,0,4,3,262,1,0,0,185.3726,262 5478 2031 7229 257
h17a,Italy->Japan,continent,tuning,9,2.0,all,randdir_shared_source,1,6,1,2031,0,0,0,167.8489,2031 262 5478 5694 9133
h17a,Italy->Portugal,capital,tuning,6,2.0,all,lens,-1,1,54,41898,1,1,1,258.6272,41898 262 3738 327 406
h17a,Italy->Portugal,capital,tuning,6,2.0,all,randdir_shared_source,0,547,2,21574,0,0,0,61.2556,21574 10598 28537 49404 520
h17a,Italy->Portugal,capital,tuning,6,2.0,all,randdir_shared_source,1,475,2,21574,0,0,0,153.4776,21574 10598 28537 49404 520
h17a,Italy->Portugal,capital,tuning,9,2.0,all,lens,-1,1,186,41898,1,1,1,137.0343,41898 19101 10334 4347 11294
h17a,Italy->Portugal,capital,tuning,9,2.0,all,randdir_shared_source,0,732,2,21574,0,0,0,333.7491,21574 10598 49404 28537 3175
h17a,Italy->Portugal,capital,tuning,9,2.0,all,randdir_shared_source,1,456,1,10598,0,0,0,508.2303,10598 49404 21574 520 5215
h17a,Italy->Portugal,language,tuning,6,2.0,all,lens,-1,1,12,21813,1,1,1,255.4671,21813 3594 286 262 7897
h17a,Italy->Portugal,language,tuning,6,2.0,all,randdir_shared_source,0,38,1,8200,0,0,0,61.0346,8200 262 286 257 3594
h17a,Italy->Portugal,language,tuning,6,2.0,all,randdir_shared_source,1,44,1,8200,0,0,0,153.6209,8200 262 286 257 3594
h17a,Italy->Portugal,language,tuning,9,2.0,all,lens,-1,1,20,21813,1,1,1,100.669,21813 3594 257 262 286
h17a,Italy->Portugal,language,tuning,9,2.0,all,randdir_shared_source,0,84,3,262,0,0,0,335.5977,262 286 8200 257 3594
h17a,Italy->Portugal,language,tuning,9,2.0,all,randdir_shared_source,1,27,1,8200,0,0,0,506.1192,8200 262 286 3594 257
h17a,Italy->Sweden,capital,tuning,6,2.0,all,lens,-1,2,1300,11853,1,0,1,127.1143,11853 29679 520 569 311
h17a,Italy->Sweden,capital,tuning,6,2.0,all,randdir_shared_source,0,4392,4,21574,0,0,0,342.536,21574 3175 350 10598 309
h17a,Italy->Sweden,capital,tuning,6,2.0,all,randdir_shared_source,1,2440,2,21574,0,0,0,266.649,21574 10598 49404 28537 520
h17a,Italy->Sweden,capital,tuning,9,2.0,all,lens,-1,1,877,29679,1,1,1,122.0543,29679 10710 11853 520 311
h17a,Italy->Sweden,capital,tuning,9,2.0,all,randdir_shared_source,0,2393,3,21574,0,0,0,755.5662,21574 49404 10598 28537 5215
h17a,Italy->Sweden,capital,tuning,9,2.0,all,randdir_shared_source,1,1994,3,21574,0,0,0,577.7963,21574 28537 10598 5215 520
